Country-City,Date,Temperature,Timestamp
"Czechia, Prague*",วันพฤหัสบดี 17:00,12 °C,2025-04-24
"Denmark, Copenhagen*",วันพฤหัสบดี 17:00,11 °C,2025-04-24
"Djibouti, Djibouti",วันพฤหัสบดี 18:00,32 °C,2025-04-24
"Dominica, Roseau",วันพฤหัสบดี 11:00,30 °C,2025-04-24
"Dominican Republic, Santo Domingo",วันพฤหัสบดี 11:00,24 °C,2025-04-24
"Ecuador, Guayaquil",วันพฤหัสบดี 10:00,27 °C,2025-04-24
"Ecuador, Quito",วันพฤหัสบดี 10:00,14 °C,2025-04-24
"Egypt, Cairo",วันพฤหัสบดี 17:00,23 °C,2025-04-24
"El Salvador, San Salvador",วันพฤหัสบดี 09:00,24 °C,2025-04-24
"Equatorial Guinea, Malabo",วันพฤหัสบดี 16:00,31 °C,2025-04-24
"Estonia, Tallinn*",วันพฤหัสบดี 18:00,6 °C,2025-04-24
"Ethiopia, Addis Ababa",วันพฤหัสบดี 18:00,23 °C,2025-04-24
"Falkland Islands, Stanley",วันพฤหัสบดี 12:00,7 °C,2025-04-24
"Faroe Islands, Tórshavn*",วันพฤหัสบดี 16:00,9 °C,2025-04-24
"Fiji, Suva",วันศุกร์ 03:00,24 °C,2025-04-24
"Finland, Helsinki*",วันพฤหัสบดี 18:00,8 °C,2025-04-24
"Finland, Kemi*",วันพฤหัสบดี 18:00,3 °C,2025-04-24
"Finland, Rovaniemi*",วันพฤหัสบดี 18:00,3 °C,2025-04-24
"France, Kerguelen, Port-aux-Francais",วันพฤหัสบดี 20:00,6 °C,2025-04-24
"France, Paris, Paris*",วันพฤหัสบดี 17:00,14 °C,2025-04-24
"French Guiana, Cayenne",วันพฤหัสบดี 12:00,31 °C,2025-04-24
"French Polynesia, Tahiti, Papeete",วันพฤหัสบดี 05:00,25 °C,2025-04-24
"Gabon, Libreville",วันพฤหัสบดี 16:00,30 °C,2025-04-24
"Gambia, Banjul",วันพฤหัสบดี 15:00,38 °C,2025-04-24
"Georgia, Tbilisi",วันพฤหัสบดี 19:00,26 °C,2025-04-24
"Germany, Berlin, Berlin*",วันพฤหัสบดี 17:00,17 °C,2025-04-24
"Germany, Hesse, Frankfurt*",วันพฤหัสบดี 17:00,12 °C,2025-04-24
"Ghana, Accra",วันพฤหัสบดี 15:00,31 °C,2025-04-24
"Gibraltar, Gibraltar, Gibraltar*",วันพฤหัสบดี 17:00,20 °C,2025-04-24
"Greece, Athens*",วันพฤหัสบดี 18:00,22 °C,2025-04-24
"Greenland, Danmarkshavn",วันพฤหัสบดี 15:00,-17 °C,2025-04-24
"Greenland, Ittoqqortoormiit*",วันพฤหัสบดี 14:00,-11 °C,2025-04-24
"Greenland, Kangerlussuaq*",วันพฤหัสบดี 14:00,0 °C,2025-04-24
"Greenland, Nuuk*",วันพฤหัสบดี 14:00,-2 °C,2025-04-24
"Greenland, Pituffik*",วันพฤหัสบดี 12:00,-6 °C,2025-04-24
"Grenada, Saint George's",วันพฤหัสบดี 11:00,30 °C,2025-04-24
"Guadeloupe, Guadeloupe, Basse-Terre",วันพฤหัสบดี 11:00,29 °C,2025-04-24
"Guam, Hagåtña",วันศุกร์ 01:00,28 °C,2025-04-24
"Guatemala, Guatemala City",วันพฤหัสบดี 09:00,20 °C,2025-04-24
"Guinea, Conakry",วันพฤหัสบดี 15:00,31 °C,2025-04-24
"Guinea-Bissau, Bissau",วันพฤหัสบดี 15:00,33 °C,2025-04-24
"Guyana, Georgetown",วันพฤหัสบดี 11:00,28 °C,2025-04-24
"Haiti, Port-au-Prince*",วันพฤหัสบดี 11:00,29 °C,2025-04-24
"Honduras, Tegucigalpa",วันพฤหัสบดี 09:00,23 °C,2025-04-24
"Hong Kong, Hong Kong",วันพฤหัสบดี 23:00,26 °C,2025-04-24
"Hungary, Budapest*",วันพฤหัสบดี 17:00,19 °C,2025-04-24
"Iceland, Reykjavik",วันพฤหัสบดี 15:00,13 °C,2025-04-24
"India, Bihar, Patna",วันพฤหัสบดี 20:30,35 °C,2025-04-24
"India, Delhi, Delhi",วันพฤหัสบดี 20:30,39 °C,2025-04-24
"India, Delhi, New Delhi",วันพฤหัสบดี 20:30,39 °C,2025-04-24
"India, Karnataka, Bengaluru",วันพฤหัสบดี 20:30,34 °C,2025-04-24
"India, Madhya Pradesh, Indore",วันพฤหัสบดี 20:30,39 °C,2025-04-24
"India, Maharashtra, Mumbai",วันพฤหัสบดี 20:30,32 °C,2025-04-24
"India, Maharashtra, Pune",วันพฤหัสบดี 20:30,38 °C,2025-04-24
"India, Odisha, Bhubaneshwar",วันพฤหัสบดี 20:30,33 °C,2025-04-24
"India, Punjab, Ahmedgarh",วันพฤหัสบดี 20:30,39 °C,2025-04-24
"India, Punjab, Ludhiana",วันพฤหัสบดี 20:30,39 °C,2025-04-24
"India, Tamil Nadu, Chennai",วันพฤหัสบดี 20:30,36 °C,2025-04-24
"India, Uttar Pradesh, Varanasi",วันพฤหัสบดี 20:30,40 °C,2025-04-24
"India, West Bengal, Kolkata",วันพฤหัสบดี 20:30,31 °C,2025-04-24
"Indonesia, Bali, Denpasar",วันพฤหัสบดี 23:00,28 °C,2025-04-24
"Indonesia, East Java, Surabaya",วันพฤหัสบดี 22:00,29 °C,2025-04-24
"Indonesia, East Kalimantan, Balikpapan",วันพฤหัสบดี 23:00,25 °C,2025-04-24
"Indonesia, East Kalimantan, Nusantara",วันพฤหัสบดี 23:00,24 °C,2025-04-24
"Indonesia, Jakarta Special Capital Region, Jakarta",วันพฤหัสบดี 22:00,28 °C,2025-04-24
"Indonesia, North Sulawesi, Manado",วันพฤหัสบดี 23:00,25 °C,2025-04-24
"Indonesia, Papua, Jayapura",วันศุกร์ 00:00,26 °C,2025-04-24
"Indonesia, South Sulawesi, Makassar",วันพฤหัสบดี 23:00,27 °C,2025-04-24
"Indonesia, West Kalimantan, Pontianak",วันพฤหัสบดี 22:00,23 °C,2025-04-24
"Indonesia, West Papua, Manokwari",วันศุกร์ 00:00,26 °C,2025-04-24
"Iran, Tehran",วันพฤหัสบดี 18:30,28 °C,2025-04-24
"Iraq, Baghdad",วันพฤหัสบดี 18:00,40 °C,2025-04-24
"Ireland, Dublin*",วันพฤหัสบดี 16:00,14 °C,2025-04-24
"Isle of Man, Douglas*",วันพฤหัสบดี 16:00,12 °C,2025-04-24
"Israel, Jerusalem*",วันพฤหัสบดี 18:00,18 °C,2025-04-24
"Israel, Tel Aviv*",วันพฤหัสบดี 18:00,22 °C,2025-04-24
"Italy, Milan*",วันพฤหัสบดี 17:00,20 °C,2025-04-24
"Italy, Rome*",วันพฤหัสบดี 17:00,21 °C,2025-04-24
"Jamaica, Kingston",วันพฤหัสบดี 10:00,29 °C,2025-04-24
"Japan, Kobe",วันศุกร์ 00:00,15 °C,2025-04-24
"Japan, Kyoto",วันศุกร์ 00:00,15 °C,2025-04-24
"Japan, Nagoya",วันศุกร์ 00:00,16 °C,2025-04-24
"Japan, Osaka",วันศุกร์ 00:00,15 °C,2025-04-24
"Japan, Sapporo",วันศุกร์ 00:00,14 °C,2025-04-24
"Japan, Tokyo",วันศุกร์ 00:00,17 °C,2025-04-24
"Japan, Yokohama",วันศุกร์ 00:00,17 °C,2025-04-24
"Jordan, Amman",วันพฤหัสบดี 18:00,29 °C,2025-04-24
"Kazakhstan, Almaty",วันพฤหัสบดี 20:00,15 °C,2025-04-24
"Kazakhstan, Aqtobe",วันพฤหัสบดี 20:00,21 °C,2025-04-24
"Kazakhstan, Astana",วันพฤหัสบดี 20:00,15 °C,2025-04-24
"Kazakhstan, Oral",วันพฤหัสบดี 20:00,19 °C,2025-04-24
"Kenya, Nairobi",วันพฤหัสบดี 18:00,23 °C,2025-04-24
"Kiribati, Christmas Island, Kiritimati",วันศุกร์ 05:00,26 °C,2025-04-24
"Kosovo, Pristina*",วันพฤหัสบดี 17:00,19 °C,2025-04-24
"Kuwait, Kuwait City",วันพฤหัสบดี 18:00,42 °C,2025-04-24
"Kyrgyzstan, Bishkek",วันพฤหัสบดี 21:00,21 °C,2025-04-24
"Laos, Vientiane",วันพฤหัสบดี 22:00,32 °C,2025-04-24
"Latvia, Riga*",วันพฤหัสบดี 18:00,7 °C,2025-04-24
"Lebanon, Beirut*",วันพฤหัสบดี 18:00,21 °C,2025-04-24
"Liberia, Monrovia",วันพฤหัสบดี 15:00,29 °C,2025-04-24
"Liechtenstein, Vaduz*",วันพฤหัสบดี 17:00,13 °C,2025-04-24
"Lithuania, Vilnius*",วันพฤหัสบดี 18:00,18 °C,2025-04-24
"Luxembourg, Luxembourg*",วันพฤหัสบดี 17:00,10 °C,2025-04-24
"Madagascar, Antananarivo",วันพฤหัสบดี 18:00,22 °C,2025-04-24
"Malawi, Lilongwe",วันพฤหัสบดี 17:00,24 °C,2025-04-24
"Malaysia, Kuala Lumpur, Kuala Lumpur",วันพฤหัสบดี 23:00,29 °C,2025-04-24
"Maldives, Male",วันพฤหัสบดี 20:00,30 °C,2025-04-24
"Mali, Bamako",วันพฤหัสบดี 15:00,39 °C,2025-04-24
"Malta, Valletta*",วันพฤหัสบดี 17:00,19 °C,2025-04-24
"Marshall Islands, Majuro",วันศุกร์ 03:00,28 °C,2025-04-24
"Martinique, Fort-de-France",วันพฤหัสบดี 11:00,25 °C,2025-04-24
"Mauritius, Port Louis",วันพฤหัสบดี 19:00,26 °C,2025-04-24
"Mexico, Aguascalientes, Aguascalientes",วันพฤหัสบดี 09:00,18 °C,2025-04-24
"Mexico, Baja California, Mexicali*",วันพฤหัสบดี 08:00,16 °C,2025-04-24
"Mexico, Baja California, Tijuana*",วันพฤหัสบดี 08:00,13 °C,2025-04-24
"Mexico, Ciudad de México, Mexico City",วันพฤหัสบดี 09:00,20 °C,2025-04-24
"Mexico, Guerrero, Acapulco",วันพฤหัสบดี 09:00,29 °C,2025-04-24
"Mexico, Jalisco, Guadalajara",วันพฤหัสบดี 09:00,18 °C,2025-04-24
"Mexico, Quintana Roo, Cancún",วันพฤหัสบดี 10:00,28 °C,2025-04-24
"Mexico, Sinaloa, Mazatlan",วันพฤหัสบดี 08:00,15 °C,2025-04-24
"Mexico, Sonora, Hermosillo",วันพฤหัสบดี 08:00,20 °C,2025-04-24
"Mexico, Veracruz, Veracruz",วันพฤหัสบดี 09:00,27 °C,2025-04-24
"Micronesia, Pohnpei, Palikir",วันศุกร์ 02:00,28 °C,2025-04-24
"Moldova, Chișinău*",วันพฤหัสบดี 18:00,25 °C,2025-04-24
"Monaco, Monaco*",วันพฤหัสบดี 17:00,19 °C,2025-04-24
"Mongolia, Hovd",วันพฤหัสบดี 22:00,17 °C,2025-04-24
"Mongolia, Ulaanbaatar",วันพฤหัสบดี 23:00,3 °C,2025-04-24
"Montenegro, Podgorica*",วันพฤหัสบดี 17:00,22 °C,2025-04-24
"Morocco, Casablanca*",วันพฤหัสบดี 16:00,24 °C,2025-04-24
"Morocco, Rabat*",วันพฤหัสบดี 16:00,26 °C,2025-04-24
"Mozambique, Maputo",วันพฤหัสบดี 17:00,20 °C,2025-04-24
"Myanmar, Yangon",วันพฤหัสบดี 21:30,31 °C,2025-04-24
"Namibia, Windhoek",วันพฤหัสบดี 17:00,25 °C,2025-04-24
"Nepal, Kathmandu",วันพฤหัสบดี 20:45,26 °C,2025-04-24
"Netherlands, Amsterdam*",วันพฤหัสบดี 17:00,12 °C,2025-04-24
"New Caledonia, New Caledonia, Noumea",วันศุกร์ 02:00,23 °C,2025-04-24
"New Zealand, Auckland",วันศุกร์ 03:00,15 °C,2025-04-24
"New Zealand, Wellington",วันศุกร์ 03:00,9 °C,2025-04-24
"Nicaragua, Managua",วันพฤหัสบดี 09:00,28 °C,2025-04-24
"Niger, Niamey",วันพฤหัสบดี 16:00,42 °C,2025-04-24
"Niue, Alofi",วันพฤหัสบดี 04:00,23 °C,2025-04-24
"North Korea, Pyongyang",วันศุกร์ 00:00,12 °C,2025-04-24
"North Macedonia, Skopje*",วันพฤหัสบดี 17:00,18 °C,2025-04-24
"Norway, Svalbard, Longyearbyen*",วันพฤหัสบดี 17:00,-14 °C,2025-04-24
"Norway, Oslo*",วันพฤหัสบดี 17:00,12 °C,2025-04-24
"Norway, Tromsø*",วันพฤหัสบดี 17:00,0 °C,2025-04-24
"Oman, Muscat",วันพฤหัสบดี 19:00,35 °C,2025-04-24
"Pakistan, Islamabad",วันพฤหัสบดี 20:00,34 °C,2025-04-24
"Pakistan, Sindh, Karachi",วันพฤหัสบดี 20:00,29 °C,2025-04-24
"Pakistan, Lahore",วันพฤหัสบดี 20:00,36 °C,2025-04-24
"Palau, Ngerulmud",วันศุกร์ 00:00,27 °C,2025-04-24
"Panama, Panama",วันพฤหัสบดี 10:00,28 °C,2025-04-24
"Papua New Guinea, Port Moresby",วันศุกร์ 01:00,25 °C,2025-04-24
"Paraguay, Asuncion",วันพฤหัสบดี 12:00,22 °C,2025-04-24
"Peru, Lima, Lima",วันพฤหัสบดี 10:00,18 °C,2025-04-24
"Philippines, Manila",วันพฤหัสบดี 23:00,31 °C,2025-04-24
"Poland, Warsaw*",วันพฤหัสบดี 17:00,22 °C,2025-04-24
"Portugal, Azores, Ponta Delgada*",วันพฤหัสบดี 15:00,18 °C,2025-04-24
"Portugal, Lisbon, Lisbon*",วันพฤหัสบดี 16:00,26 °C,2025-04-24
"Puerto Rico, San Juan",วันพฤหัสบดี 11:00,27 °C,2025-04-24
"Qatar, Doha",วันพฤหัสบดี 18:00,36 °C,2025-04-24
"Réunion (French), Saint-Denis",วันพฤหัสบดี 19:00,27 °C,2025-04-24
"Romania, Bucharest*",วันพฤหัสบดี 18:00,24 °C,2025-04-24
"Russia, Belushya Guba",วันพฤหัสบดี 18:00,-6 °C,2025-04-24
"Russia, Ufa",วันพฤหัสบดี 20:00,17 °C,2025-04-24
"Russia, Chelyabinsk",วันพฤหัสบดี 20:00,20 °C,2025-04-24
"Russia, Anadyr",วันศุกร์ 03:00,-8 °C,2025-04-24
"Russia, Pevek",วันศุกร์ 03:00,-14 °C,2025-04-24
"Russia, Irkutsk",วันพฤหัสบดี 23:00,9 °C,2025-04-24
"Russia, Kaliningrad",วันพฤหัสบดี 17:00,8 °C,2025-04-24
"Russia, Petropavlovsk-Kamchatsky",วันศุกร์ 03:00,2 °C,2025-04-24
"Russia, Komsomolsk-on-Amur",วันศุกร์ 01:00,9 °C,2025-04-24
"Russia, Khatanga",วันพฤหัสบดี 22:00,0 °C,2025-04-24
"Russia, Krasnoyarsk",วันพฤหัสบดี 22:00,1 °C,2025-04-24
"Russia, Norilsk",วันพฤหัสบดี 22:00,-13 °C,2025-04-24
"Russia, Magadan",วันศุกร์ 02:00,2 °C,2025-04-24
"Russia, Moscow",วันพฤหัสบดี 18:00,18 °C,2025-04-24
"Russia, Murmansk",วันพฤหัสบดี 18:00,2 °C,2025-04-24
"Russia, Novgorod",วันพฤหัสบดี 18:00,12 °C,2025-04-24
"Russia, Novosibirsk",วันพฤหัสบดี 22:00,7 °C,2025-04-24
"Russia, Omsk",วันพฤหัสบดี 21:00,11 °C,2025-04-24
"Russia, Perm",วันพฤหัสบดี 20:00,15 °C,2025-04-24
"Russia, Vladivostok",วันศุกร์ 01:00,4 °C,2025-04-24
"Russia, Saint-Petersburg",วันพฤหัสบดี 18:00,7 °C,2025-04-24
"Russia, Tiksi",วันศุกร์ 00:00,-10 °C,2025-04-24
"Russia, Verkhoyansk",วันศุกร์ 01:00,4 °C,2025-04-24
"Russia, Yakutsk",วันศุกร์ 00:00,-2 °C,2025-04-24
"Russia, Yuzhno-Sakhalinsk",วันศุกร์ 02:00,0 °C,2025-04-24
"Russia, Samara",วันพฤหัสบดี 19:00,15 °C,2025-04-24
"Russia, Yekaterinburg",วันพฤหัสบดี 20:00,16 °C,2025-04-24
"Russia, Kazan",วันพฤหัสบดี 18:00,19 °C,2025-04-24
"Russia, Izhevsk",วันพฤหัสบดี 19:00,20 °C,2025-04-24
"Russia, Chita",วันศุกร์ 00:00,-2 °C,2025-04-24
"Rwanda, Kigali",วันพฤหัสบดี 17:00,18 °C,2025-04-24
"Saint Helena, Jamestown",วันพฤหัสบดี 15:00,23 °C,2025-04-24
"Saint Kitts and Nevis, Basseterre",วันพฤหัสบดี 11:00,29 °C,2025-04-24
"Saint Lucia, Castries",วันพฤหัสบดี 11:00,27 °C,2025-04-24
"Saint Vincent and Grenadines, Kingstown",วันพฤหัสบดี 11:00,29 °C,2025-04-24
"Samoa, Apia",วันศุกร์ 04:00,25 °C,2025-04-24
"San Marino, San Marino*",วันพฤหัสบดี 17:00,20 °C,2025-04-24
"Sao Tome and Principe, São Tomé",วันพฤหัสบดี 15:00,31 °C,2025-04-24
"Saudi Arabia, Makkah",วันพฤหัสบดี 18:00,36 °C,2025-04-24
"Saudi Arabia, Medina",วันพฤหัสบดี 18:00,42 °C,2025-04-24
"Saudi Arabia, Riyadh",วันพฤหัสบดี 18:00,39 °C,2025-04-24
"Senegal, Dakar",วันพฤหัสบดี 15:00,25 °C,2025-04-24
"Serbia, Belgrade*",วันพฤหัสบดี 17:00,20 °C,2025-04-24
"Seychelles, Victoria",วันพฤหัสบดี 19:00,30 °C,2025-04-24
"Sierra Leone, Freetown",วันพฤหัสบดี 15:00,30 °C,2025-04-24
"Singapore, Singapore",วันพฤหัสบดี 23:00,27 °C,2025-04-24
"Slovakia, Bratislava*",วันพฤหัสบดี 17:00,18 °C,2025-04-24
"Slovenia, Ljubljana*",วันพฤหัสบดี 17:00,20 °C,2025-04-24
"Solomon Islands, Honiara",วันศุกร์ 02:00,25 °C,2025-04-24
"South Africa, Cape Town",วันพฤหัสบดี 17:00,24 °C,2025-04-24
"South Africa, Johannesburg",วันพฤหัสบดี 17:00,16 °C,2025-04-24
"South Africa, Marion Island (Prince Edward Islands)",วันพฤหัสบดี 18:00,5 °C,2025-04-24
"South Africa, Pretoria",วันพฤหัสบดี 17:00,16 °C,2025-04-24
"South Korea, Seoul",วันศุกร์ 00:00,10 °C,2025-04-24
"Spain, Barcelona, Barcelona*",วันพฤหัสบดี 17:00,18 °C,2025-04-24
"Spain, Madrid, Madrid*",วันพฤหัสบดี 17:00,24 °C,2025-04-24
"Spain, Majorca, Palma*",วันพฤหัสบดี 17:00,25 °C,2025-04-24
"Sri Lanka, Colombo",วันพฤหัสบดี 20:30,30 °C,2025-04-24
"Sri Lanka, Sri Jayawardenepura Kotte",วันพฤหัสบดี 20:30,30 °C,2025-04-24
